"Step","zerofl-a1.0-s0.95-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.95-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.95-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","zerofl-a1.0-s0.95-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.95-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.95-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","zerofl-a1.0-s0.95-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.95-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.95-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.95-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.95-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.95-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.95-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.95-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.95-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.95-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.95-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.95-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.95-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.95-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.95-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX"
"257","0.52","0.52","0.52","0.543","0.543","0.543","0.533","0.533","0.533","0.834","0.834","0.834","0.788","0.788","0.788","0.613","0.613","0.613","0.854","0.854","0.854","0.8","0.8","0.8","0.772","0.772","0.772","0.692","0.692","0.692","0.635","0.635","0.635","0.541","0.541","0.541"
"258","0.531","0.531","0.531","0.442","0.442","0.442","0.409","0.409","0.409","0.836","0.836","0.836","0.819","0.819","0.819","0.78","0.78","0.78","0.833","0.833","0.833","0.819","0.819","0.819","0.639","0.639","0.639","0.654","0.654","0.654","0.691","0.691","0.691","0.388","0.388","0.388"
"259","0.491","0.491","0.491","0.531","0.531","0.531","0.459","0.459","0.459","0.829","0.829","0.829","0.815","0.815","0.815","0.737","0.737","0.737","0.827","0.827","0.827","0.785","0.785","0.785","0.642","0.642","0.642","0.673","0.673","0.673","0.698","0.698","0.698","0.384","0.384","0.384"
"260","0.505","0.505","0.505","0.476","0.476","0.476","0.518","0.518","0.518","0.836","0.836","0.836","0.819","0.819","0.819","0.669","0.669","0.669","0.828","0.828","0.828","0.822","0.822","0.822","0.669","0.669","0.669","0.677","0.677","0.677","0.642","0.642","0.642","0.406","0.406","0.406"
"261","0.514","0.514","0.514","0.481","0.481","0.481","0.453","0.453","0.453","0.825","0.825","0.825","0.817","0.817","0.817","0.616","0.616","0.616","0.822","0.822","0.822","0.815","0.815","0.815","0.73","0.73","0.73","0.633","0.633","0.633","0.659","0.659","0.659","0.364","0.364","0.364"
"262","0.509","0.509","0.509","0.514","0.514","0.514","0.531","0.531","0.531","0.849","0.849","0.849","0.834","0.834","0.834","0.636","0.636","0.636","0.814","0.814","0.814","0.825","0.825","0.825","0.696","0.696","0.696","0.678","0.678","0.678","0.675","0.675","0.675","0.361","0.361","0.361"
"263","0.517","0.517","0.517","0.48","0.48","0.48","0.515","0.515","0.515","0.806","0.806","0.806","0.836","0.836","0.836","0.506","0.506","0.506","0.83","0.83","0.83","0.804","0.804","0.804","0.671","0.671","0.671","0.674","0.674","0.674","0.672","0.672","0.672","0.349","0.349","0.349"
"264","0.514","0.514","0.514","0.477","0.477","0.477","0.584","0.584","0.584","0.851","0.851","0.851","0.786","0.786","0.786","0.655","0.655","0.655","0.839","0.839","0.839","0.789","0.789","0.789","0.668","0.668","0.668","0.676","0.676","0.676","0.668","0.668","0.668","0.445","0.445","0.445"
"265","0.488","0.488","0.488","0.41","0.41","0.41","0.439","0.439","0.439","0.827","0.827","0.827","0.841","0.841","0.841","0.73","0.73","0.73","0.827","0.827","0.827","0.834","0.834","0.834","0.658","0.658","0.658","0.646","0.646","0.646","0.695","0.695","0.695","0.407","0.407","0.407"
"266","0.53","0.53","0.53","0.506","0.506","0.506","0.442","0.442","0.442","0.816","0.816","0.816","0.801","0.801","0.801","0.631","0.631","0.631","0.827","0.827","0.827","0.804","0.804","0.804","0.722","0.722","0.722","0.702","0.702","0.702","0.653","0.653","0.653","0.498","0.498","0.498"
"267","0.528","0.528","0.528","0.485","0.485","0.485","0.617","0.617","0.617","0.836","0.836","0.836","0.824","0.824","0.824","0.655","0.655","0.655","0.832","0.832","0.832","0.805","0.805","0.805","0.654","0.654","0.654","0.672","0.672","0.672","0.717","0.717","0.717","0.374","0.374","0.374"
"268","0.531","0.531","0.531","0.562","0.562","0.562","0.501","0.501","0.501","0.827","0.827","0.827","0.814","0.814","0.814","0.73","0.73","0.73","0.818","0.818","0.818","0.799","0.799","0.799","0.703","0.703","0.703","0.672","0.672","0.672","0.643","0.643","0.643","0.396","0.396","0.396"
"269","0.496","0.496","0.496","0.489","0.489","0.489","0.522","0.522","0.522","0.827","0.827","0.827","0.814","0.814","0.814","0.729","0.729","0.729","0.821","0.821","0.821","0.759","0.759","0.759","0.702","0.702","0.702","0.678","0.678","0.678","0.696","0.696","0.696","0.421","0.421","0.421"
"270","0.469","0.469","0.469","0.562","0.562","0.562","0.554","0.554","0.554","0.835","0.835","0.835","0.823","0.823","0.823","0.649","0.649","0.649","0.805","0.805","0.805","0.81","0.81","0.81","0.723","0.723","0.723","0.663","0.663","0.663","0.689","0.689","0.689","0.476","0.476","0.476"
"271","0.49","0.49","0.49","0.518","0.518","0.518","0.427","0.427","0.427","0.851","0.851","0.851","0.803","0.803","0.803","0.755","0.755","0.755","0.79","0.79","0.79","0.791","0.791","0.791","0.709","0.709","0.709","0.67","0.67","0.67","0.678","0.678","0.678","0.403","0.403","0.403"
"272","0.542","0.542","0.542","0.501","0.501","0.501","0.557","0.557","0.557","0.818","0.818","0.818","0.828","0.828","0.828","0.698","0.698","0.698","0.811","0.811","0.811","0.815","0.815","0.815","0.645","0.645","0.645","0.673","0.673","0.673","0.702","0.702","0.702","0.392","0.392","0.392"
"273","0.532","0.532","0.532","0.469","0.469","0.469","0.609","0.609","0.609","0.841","0.841","0.841","0.806","0.806","0.806","0.658","0.658","0.658","0.802","0.802","0.802","0.816","0.816","0.816","0.673","0.673","0.673","0.677","0.677","0.677","0.681","0.681","0.681","0.378","0.378","0.378"
"274","0.514","0.514","0.514","0.514","0.514","0.514","0.558","0.558","0.558","0.841","0.841","0.841","0.808","0.808","0.808","0.749","0.749","0.749","0.819","0.819","0.819","0.788","0.788","0.788","0.752","0.752","0.752","0.7","0.7","0.7","0.676","0.676","0.676","0.51","0.51","0.51"
"275","0.532","0.532","0.532","0.516","0.516","0.516","0.438","0.438","0.438","0.841","0.841","0.841","0.832","0.832","0.832","0.653","0.653","0.653","0.829","0.829","0.829","0.811","0.811","0.811","0.675","0.675","0.675","0.672","0.672","0.672","0.696","0.696","0.696","0.439","0.439","0.439"
"276","0.536","0.536","0.536","0.418","0.418","0.418","0.414","0.414","0.414","0.858","0.858","0.858","0.815","0.815","0.815","0.739","0.739","0.739","0.814","0.814","0.814","0.781","0.781","0.781","0.586","0.586","0.586","0.692","0.692","0.692","0.671","0.671","0.671","0.252","0.252","0.252"
"277","0.496","0.496","0.496","0.579","0.579","0.579","0.575","0.575","0.575","0.841","0.841","0.841","0.822","0.822","0.822","0.707","0.707","0.707","0.837","0.837","0.837","0.803","0.803","0.803","0.749","0.749","0.749","0.7","0.7","0.7","0.659","0.659","0.659","0.386","0.386","0.386"
"278","0.494","0.494","0.494","0.5","0.5","0.5","0.411","0.411","0.411","0.806","0.806","0.806","0.809","0.809","0.809","0.698","0.698","0.698","0.797","0.797","0.797","0.829","0.829","0.829","0.752","0.752","0.752","0.659","0.659","0.659","0.647","0.647","0.647","0.504","0.504","0.504"
"279","0.536","0.536","0.536","0.497","0.497","0.497","0.453","0.453","0.453","0.826","0.826","0.826","0.816","0.816","0.816","0.702","0.702","0.702","0.83","0.83","0.83","0.795","0.795","0.795","0.586","0.586","0.586","0.702","0.702","0.702","0.679","0.679","0.679","0.298","0.298","0.298"
"280","0.539","0.539","0.539","0.51","0.51","0.51","0.586","0.586","0.586","0.836","0.836","0.836","0.808","0.808","0.808","0.79","0.79","0.79","0.858","0.858","0.858","0.805","0.805","0.805","0.747","0.747","0.747","0.717","0.717","0.717","0.644","0.644","0.644","0.437","0.437","0.437"
"281","0.531","0.531","0.531","0.53","0.53","0.53","0.487","0.487","0.487","0.816","0.816","0.816","0.805","0.805","0.805","0.571","0.571","0.571","0.852","0.852","0.852","0.785","0.785","0.785","0.717","0.717","0.717","0.706","0.706","0.706","0.66","0.66","0.66","0.462","0.462","0.462"
"282","0.518","0.518","0.518","0.569","0.569","0.569","0.567","0.567","0.567","0.843","0.843","0.843","0.802","0.802","0.802","0.759","0.759","0.759","0.817","0.817","0.817","0.802","0.802","0.802","0.647","0.647","0.647","0.672","0.672","0.672","0.674","0.674","0.674","0.21","0.21","0.21"
"283","0.513","0.513","0.513","0.528","0.528","0.528","0.605","0.605","0.605","0.848","0.848","0.848","0.806","0.806","0.806","0.689","0.689","0.689","0.817","0.817","0.817","0.785","0.785","0.785","0.7","0.7","0.7","0.654","0.654","0.654","0.678","0.678","0.678","0.479","0.479","0.479"
"284","0.524","0.524","0.524","0.529","0.529","0.529","0.613","0.613","0.613","0.822","0.822","0.822","0.823","0.823","0.823","0.683","0.683","0.683","0.816","0.816","0.816","0.81","0.81","0.81","0.601","0.601","0.601","0.701","0.701","0.701","0.654","0.654","0.654","0.321","0.321","0.321"
"285","0.525","0.525","0.525","0.491","0.491","0.491","0.464","0.464","0.464","0.829","0.829","0.829","0.783","0.783","0.783","0.711","0.711","0.711","0.834","0.834","0.834","0.791","0.791","0.791","0.613","0.613","0.613","0.717","0.717","0.717","0.668","0.668","0.668","0.431","0.431","0.431"
"286","0.572","0.572","0.572","0.528","0.528","0.528","0.591","0.591","0.591","0.822","0.822","0.822","0.809","0.809","0.809","0.641","0.641","0.641","0.821","0.821","0.821","0.798","0.798","0.798","0.557","0.557","0.557","0.69","0.69","0.69","0.658","0.658","0.658","0.365","0.365","0.365"
"287","0.55","0.55","0.55","0.457","0.457","0.457","0.49","0.49","0.49","0.834","0.834","0.834","0.837","0.837","0.837","0.668","0.668","0.668","0.817","0.817","0.817","0.799","0.799","0.799","0.717","0.717","0.717","0.687","0.687","0.687","0.723","0.723","0.723","0.471","0.471","0.471"
"288","0.552","0.552","0.552","0.549","0.549","0.549","0.428","0.428","0.428","0.825","0.825","0.825","0.797","0.797","0.797","0.682","0.682","0.682","0.826","0.826","0.826","0.772","0.772","0.772","0.744","0.744","0.744","0.712","0.712","0.712","0.691","0.691","0.691","0.512","0.512","0.512"
"289","0.524","0.524","0.524","0.573","0.573","0.573","0.511","0.511","0.511","0.846","0.846","0.846","0.769","0.769","0.769","0.695","0.695","0.695","0.835","0.835","0.835","0.761","0.761","0.761","0.674","0.674","0.674","0.69","0.69","0.69","0.593","0.593","0.593","0.476","0.476","0.476"
"290","0.527","0.527","0.527","0.594","0.594","0.594","0.61","0.61","0.61","0.838","0.838","0.838","0.831","0.831","0.831","0.635","0.635","0.635","0.839","0.839","0.839","0.82","0.82","0.82","0.687","0.687","0.687","0.706","0.706","0.706","0.694","0.694","0.694","0.438","0.438","0.438"
"291","0.569","0.569","0.569","0.571","0.571","0.571","0.598","0.598","0.598","0.843","0.843","0.843","0.829","0.829","0.829","0.732","0.732","0.732","0.85","0.85","0.85","0.812","0.812","0.812","0.668","0.668","0.668","0.707","0.707","0.707","0.679","0.679","0.679","0.463","0.463","0.463"
"292","0.515","0.515","0.515","0.576","0.576","0.576","0.474","0.474","0.474","0.857","0.857","0.857","0.812","0.812","0.812","0.762","0.762","0.762","0.806","0.806","0.806","0.835","0.835","0.835","0.633","0.633","0.633","0.666","0.666","0.666","0.727","0.727","0.727","0.396","0.396","0.396"
"293","0.536","0.536","0.536","0.53","0.53","0.53","0.407","0.407","0.407","0.839","0.839","0.839","0.823","0.823","0.823","0.726","0.726","0.726","0.829","0.829","0.829","0.79","0.79","0.79","0.666","0.666","0.666","0.676","0.676","0.676","0.653","0.653","0.653","0.441","0.441","0.441"
"294","0.561","0.561","0.561","0.54","0.54","0.54","0.636","0.636","0.636","0.828","0.828","0.828","0.825","0.825","0.825","0.699","0.699","0.699","0.835","0.835","0.835","0.813","0.813","0.813","0.781","0.781","0.781","0.702","0.702","0.702","0.695","0.695","0.695","0.565","0.565","0.565"
"295","0.54","0.54","0.54","0.567","0.567","0.567","0.517","0.517","0.517","0.854","0.854","0.854","0.809","0.809","0.809","0.657","0.657","0.657","0.821","0.821","0.821","0.78","0.78","0.78","0.778","0.778","0.778","0.669","0.669","0.669","0.66","0.66","0.66","0.534","0.534","0.534"
"296","0.57","0.57","0.57","0.613","0.613","0.613","0.62","0.62","0.62","0.826","0.826","0.826","0.84","0.84","0.84","0.782","0.782","0.782","0.782","0.782","0.782","0.807","0.807","0.807","0.664","0.664","0.664","0.674","0.674","0.674","0.688","0.688","0.688","0.439","0.439","0.439"
"297","0.542","0.542","0.542","0.62","0.62","0.62","0.6","0.6","0.6","0.829","0.829","0.829","0.803","0.803","0.803","0.767","0.767","0.767","0.812","0.812","0.812","0.801","0.801","0.801","0.671","0.671","0.671","0.674","0.674","0.674","0.69","0.69","0.69","0.438","0.438","0.438"
"298","0.539","0.539","0.539","0.532","0.532","0.532","0.624","0.624","0.624","0.849","0.849","0.849","0.834","0.834","0.834","0.725","0.725","0.725","0.844","0.844","0.844","0.789","0.789","0.789","0.672","0.672","0.672","0.706","0.706","0.706","0.728","0.728","0.728","0.367","0.367","0.367"
"299","0.58","0.58","0.58","0.527","0.527","0.527","0.41","0.41","0.41","0.834","0.834","0.834","0.82","0.82","0.82","0.677","0.677","0.677","0.837","0.837","0.837","0.795","0.795","0.795","0.756","0.756","0.756","0.687","0.687","0.687","0.677","0.677","0.677","0.435","0.435","0.435"
"300","0.563","0.563","0.563","0.512","0.512","0.512","0.543","0.543","0.543","0.828","0.828","0.828","0.815","0.815","0.815","0.717","0.717","0.717","0.849","0.849","0.849","0.805","0.805","0.805","0.694","0.694","0.694","0.725","0.725","0.725","0.695","0.695","0.695","0.49","0.49","0.49"
"301","0.542","0.542","0.542","0.602","0.602","0.602","0.56","0.56","0.56","0.831","0.831","0.831","0.834","0.834","0.834","0.742","0.742","0.742","0.838","0.838","0.838","0.807","0.807","0.807","0.695","0.695","0.695","0.72","0.72","0.72","0.732","0.732","0.732","0.422","0.422","0.422"
"302","0.524","0.524","0.524","0.574","0.574","0.574","0.604","0.604","0.604","0.828","0.828","0.828","0.809","0.809","0.809","0.603","0.603","0.603","0.83","0.83","0.83","0.81","0.81","0.81","0.761","0.761","0.761","0.683","0.683","0.683","0.687","0.687","0.687","0.56","0.56","0.56"
"303","0.586","0.586","0.586","0.542","0.542","0.542","0.397","0.397","0.397","0.829","0.829","0.829","0.833","0.833","0.833","0.641","0.641","0.641","0.818","0.818","0.818","0.821","0.821","0.821","0.689","0.689","0.689","0.695","0.695","0.695","0.742","0.742","0.742","0.449","0.449","0.449"
"304","0.58","0.58","0.58","0.572","0.572","0.572","0.63","0.63","0.63","0.826","0.826","0.826","0.808","0.808","0.808","0.755","0.755","0.755","0.844","0.844","0.844","0.771","0.771","0.771","0.598","0.598","0.598","0.689","0.689","0.689","0.691","0.691","0.691","0.354","0.354","0.354"
"305","0.567","0.567","0.567","0.601","0.601","0.601","0.56","0.56","0.56","0.837","0.837","0.837","0.826","0.826","0.826","0.645","0.645","0.645","0.846","0.846","0.846","0.768","0.768","0.768","0.709","0.709","0.709","0.717","0.717","0.717","0.697","0.697","0.697","0.439","0.439","0.439"
"306","0.57","0.57","0.57","0.627","0.627","0.627","0.53","0.53","0.53","0.854","0.854","0.854","0.807","0.807","0.807","0.713","0.713","0.713","0.837","0.837","0.837","0.794","0.794","0.794","0.717","0.717","0.717","0.693","0.693","0.693","0.691","0.691","0.691","0.462","0.462","0.462"
"307","0.553","0.553","0.553","0.609","0.609","0.609","0.645","0.645","0.645","0.845","0.845","0.845","0.841","0.841","0.841","0.668","0.668","0.668","0.801","0.801","0.801","0.827","0.827","0.827","0.763","0.763","0.763","0.694","0.694","0.694","0.719","0.719","0.719","0.571","0.571","0.571"
"308","0.544","0.544","0.544","0.603","0.603","0.603","0.493","0.493","0.493","0.852","0.852","0.852","0.844","0.844","0.844","0.695","0.695","0.695","0.833","0.833","0.833","0.833","0.833","0.833","0.726","0.726","0.726","0.704","0.704","0.704","0.732","0.732","0.732","0.481","0.481","0.481"
"309","0.552","0.552","0.552","0.609","0.609","0.609","0.48","0.48","0.48","0.862","0.862","0.862","0.855","0.855","0.855","0.718","0.718","0.718","0.842","0.842","0.842","0.824","0.824","0.824","0.691","0.691","0.691","0.72","0.72","0.72","0.752","0.752","0.752","0.488","0.488","0.488"
"310","0.489","0.489","0.489","0.605","0.605","0.605","0.602","0.602","0.602","0.841","0.841","0.841","0.82","0.82","0.82","0.74","0.74","0.74","0.796","0.796","0.796","0.811","0.811","0.811","0.705","0.705","0.705","0.689","0.689","0.689","0.71","0.71","0.71","0.49","0.49","0.49"
"311","0.591","0.591","0.591","0.622","0.622","0.622","0.567","0.567","0.567","0.829","0.829","0.829","0.796","0.796","0.796","0.732","0.732","0.732","0.832","0.832","0.832","0.793","0.793","0.793","0.767","0.767","0.767","0.699","0.699","0.699","0.684","0.684","0.684","0.502","0.502","0.502"
"312","0.573","0.573","0.573","0.569","0.569","0.569","0.522","0.522","0.522","0.844","0.844","0.844","0.845","0.845","0.845","0.753","0.753","0.753","0.835","0.835","0.835","0.809","0.809","0.809","0.708","0.708","0.708","0.716","0.716","0.716","0.722","0.722","0.722","0.554","0.554","0.554"
"313","0.559","0.559","0.559","0.617","0.617","0.617","0.546","0.546","0.546","0.841","0.841","0.841","0.804","0.804","0.804","0.728","0.728","0.728","0.819","0.819","0.819","0.799","0.799","0.799","0.695","0.695","0.695","0.731","0.731","0.731","0.685","0.685","0.685","0.512","0.512","0.512"
"314","0.535","0.535","0.535","0.615","0.615","0.615","0.589","0.589","0.589","0.827","0.827","0.827","0.828","0.828","0.828","0.62","0.62","0.62","0.827","0.827","0.827","0.806","0.806","0.806","0.67","0.67","0.67","0.668","0.668","0.668","0.683","0.683","0.683","0.503","0.503","0.503"
"315","0.57","0.57","0.57","0.537","0.537","0.537","0.63","0.63","0.63","0.838","0.838","0.838","0.826","0.826","0.826","0.71","0.71","0.71","0.838","0.838","0.838","0.808","0.808","0.808","0.602","0.602","0.602","0.726","0.726","0.726","0.733","0.733","0.733","0.352","0.352","0.352"
"316","0.556","0.556","0.556","0.591","0.591","0.591","0.636","0.636","0.636","0.851","0.851","0.851","0.805","0.805","0.805","0.738","0.738","0.738","0.82","0.82","0.82","0.809","0.809","0.809","0.816","0.816","0.816","0.718","0.718","0.718","0.677","0.677","0.677","0.52","0.52","0.52"
"317","0.58","0.58","0.58","0.578","0.578","0.578","0.579","0.579","0.579","0.855","0.855","0.855","0.828","0.828","0.828","0.728","0.728","0.728","0.817","0.817","0.817","0.814","0.814","0.814","0.77","0.77","0.77","0.672","0.672","0.672","0.711","0.711","0.711","0.493","0.493","0.493"
"318","0.569","0.569","0.569","0.588","0.588","0.588","0.705","0.705","0.705","0.825","0.825","0.825","0.854","0.854","0.854","0.647","0.647","0.647","0.843","0.843","0.843","0.832","0.832","0.832","0.728","0.728","0.728","0.691","0.691","0.691","0.743","0.743","0.743","0.52","0.52","0.52"
"319","0.515","0.515","0.515","0.618","0.618","0.618","0.627","0.627","0.627","0.829","0.829","0.829","0.819","0.819","0.819","0.693","0.693","0.693","0.813","0.813","0.813","0.825","0.825","0.825","0.728","0.728","0.728","0.688","0.688","0.688","0.679","0.679","0.679","0.57","0.57","0.57"
"320","0.583","0.583","0.583","0.629","0.629","0.629","0.588","0.588","0.588","0.817","0.817","0.817","0.832","0.832","0.832","0.713","0.713","0.713","0.846","0.846","0.846","0.847","0.847","0.847","0.664","0.664","0.664","0.713","0.713","0.713","0.742","0.742","0.742","0.402","0.402","0.402"
"321","0.548","0.548","0.548","0.594","0.594","0.594","0.538","0.538","0.538","0.828","0.828","0.828","0.852","0.852","0.852","0.699","0.699","0.699","0.798","0.798","0.798","0.812","0.812","0.812","0.675","0.675","0.675","0.703","0.703","0.703","0.739","0.739","0.739","0.409","0.409","0.409"
"322","0.574","0.574","0.574","0.587","0.587","0.587","0.457","0.457","0.457","0.836","0.836","0.836","0.819","0.819","0.819","0.758","0.758","0.758","0.82","0.82","0.82","0.778","0.778","0.778","0.558","0.558","0.558","0.72","0.72","0.72","0.708","0.708","0.708","0.381","0.381","0.381"
"323","0.547","0.547","0.547","0.594","0.594","0.594","0.44","0.44","0.44","0.849","0.849","0.849","0.804","0.804","0.804","0.707","0.707","0.707","0.836","0.836","0.836","0.799","0.799","0.799","0.585","0.585","0.585","0.715","0.715","0.715","0.669","0.669","0.669","0.428","0.428","0.428"
"324","0.541","0.541","0.541","0.604","0.604","0.604","0.441","0.441","0.441","0.848","0.848","0.848","0.808","0.808","0.808","0.746","0.746","0.746","0.835","0.835","0.835","0.811","0.811","0.811","0.701","0.701","0.701","0.687","0.687","0.687","0.696","0.696","0.696","0.535","0.535","0.535"
"325","0.585","0.585","0.585","0.549","0.549","0.549","0.509","0.509","0.509","0.822","0.822","0.822","0.82","0.82","0.82","0.775","0.775","0.775","0.812","0.812","0.812","0.785","0.785","0.785","0.667","0.667","0.667","0.703","0.703","0.703","0.725","0.725","0.725","0.401","0.401","0.401"
"326","0.586","0.586","0.586","0.647","0.647","0.647","0.513","0.513","0.513","0.845","0.845","0.845","0.809","0.809","0.809","0.707","0.707","0.707","0.832","0.832","0.832","0.799","0.799","0.799","0.59","0.59","0.59","0.68","0.68","0.68","0.688","0.688","0.688","0.355","0.355","0.355"
"327","0.6","0.6","0.6","0.569","0.569","0.569","0.653","0.653","0.653","0.835","0.835","0.835","0.806","0.806","0.806","0.699","0.699","0.699","0.822","0.822","0.822","0.808","0.808","0.808","0.657","0.657","0.657","0.72","0.72","0.72","0.708","0.708","0.708","0.451","0.451","0.451"
"328","0.56","0.56","0.56","0.634","0.634","0.634","0.541","0.541","0.541","0.825","0.825","0.825","0.816","0.816","0.816","0.701","0.701","0.701","0.831","0.831","0.831","0.829","0.829","0.829","0.716","0.716","0.716","0.733","0.733","0.733","0.754","0.754","0.754","0.468","0.468","0.468"
"329","0.593","0.593","0.593","0.589","0.589","0.589","0.577","0.577","0.577","0.84","0.84","0.84","0.806","0.806","0.806","0.747","0.747","0.747","0.832","0.832","0.832","0.791","0.791","0.791","0.625","0.625","0.625","0.693","0.693","0.693","0.677","0.677","0.677","0.344","0.344","0.344"
"330","0.594","0.594","0.594","0.589","0.589","0.589","0.579","0.579","0.579","0.85","0.85","0.85","0.832","0.832","0.832","0.624","0.624","0.624","0.827","0.827","0.827","0.831","0.831","0.831","0.7","0.7","0.7","0.702","0.702","0.702","0.747","0.747","0.747","0.438","0.438","0.438"
