"Step","zerofl-a1.0-s0.9-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.9-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.9-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","zerofl-a1.0-s0.9-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.9-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.9-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","zerofl-a1.0-s0.9-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.9-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.9-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.9-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.9-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.9-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.9-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.9-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.9-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.9-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.9-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.9-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.9-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.9-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.9-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX"
"70","0.287","0.287","0.287","0.257","0.257","0.257","0.271","0.271","0.271","0.583","0.583","0.583","0.548","0.548","0.548","0.404","0.404","0.404","0.734","0.734","0.734","0.686","0.686","0.686","0.491","0.491","0.491","0.448","0.448","0.448","0.398","0.398","0.398","0.276","0.276","0.276"
"71","0.285","0.285","0.285","0.195","0.195","0.195","0.322","0.322","0.322","0.638","0.638","0.638","0.544","0.544","0.544","0.39","0.39","0.39","0.756","0.756","0.756","0.684","0.684","0.684","0.432","0.432","0.432","0.489","0.489","0.489","0.398","0.398","0.398","0.327","0.327","0.327"
"72","0.307","0.307","0.307","0.271","0.271","0.271","0.256","0.256","0.256","0.636","0.636","0.636","0.564","0.564","0.564","0.379","0.379","0.379","0.709","0.709","0.709","0.688","0.688","0.688","0.472","0.472","0.472","0.493","0.493","0.493","0.444","0.444","0.444","0.238","0.238","0.238"
"73","0.278","0.278","0.278","0.311","0.311","0.311","0.248","0.248","0.248","0.643","0.643","0.643","0.591","0.591","0.591","0.347","0.347","0.347","0.746","0.746","0.746","0.705","0.705","0.705","0.601","0.601","0.601","0.462","0.462","0.462","0.437","0.437","0.437","0.239","0.239","0.239"
"74","0.307","0.307","0.307","0.252","0.252","0.252","0.295","0.295","0.295","0.664","0.664","0.664","0.579","0.579","0.579","0.353","0.353","0.353","0.761","0.761","0.761","0.65","0.65","0.65","0.53","0.53","0.53","0.452","0.452","0.452","0.452","0.452","0.452","0.336","0.336","0.336"
"75","0.243","0.243","0.243","0.301","0.301","0.301","0.281","0.281","0.281","0.616","0.616","0.616","0.616","0.616","0.616","0.398","0.398","0.398","0.732","0.732","0.732","0.639","0.639","0.639","0.479","0.479","0.479","0.51","0.51","0.51","0.408","0.408","0.408","0.277","0.277","0.277"
"76","0.265","0.265","0.265","0.341","0.341","0.341","0.182","0.182","0.182","0.664","0.664","0.664","0.58","0.58","0.58","0.278","0.278","0.278","0.711","0.711","0.711","0.68","0.68","0.68","0.485","0.485","0.485","0.518","0.518","0.518","0.431","0.431","0.431","0.154","0.154","0.154"
"77","0.316","0.316","0.316","0.259","0.259","0.259","0.311","0.311","0.311","0.625","0.625","0.625","0.605","0.605","0.605","0.481","0.481","0.481","0.732","0.732","0.732","0.693","0.693","0.693","0.477","0.477","0.477","0.486","0.486","0.486","0.444","0.444","0.444","0.366","0.366","0.366"
"78","0.26","0.26","0.26","0.33","0.33","0.33","0.198","0.198","0.198","0.69","0.69","0.69","0.634","0.634","0.634","0.417","0.417","0.417","0.79","0.79","0.79","0.736","0.736","0.736","0.521","0.521","0.521","0.481","0.481","0.481","0.489","0.489","0.489","0.233","0.233","0.233"
"79","0.249","0.249","0.249","0.283","0.283","0.283","0.224","0.224","0.224","0.641","0.641","0.641","0.637","0.637","0.637","0.286","0.286","0.286","0.753","0.753","0.753","0.651","0.651","0.651","0.541","0.541","0.541","0.492","0.492","0.492","0.519","0.519","0.519","0.236","0.236","0.236"
"80","0.256","0.256","0.256","0.214","0.214","0.214","0.313","0.313","0.313","0.652","0.652","0.652","0.596","0.596","0.596","0.412","0.412","0.412","0.773","0.773","0.773","0.698","0.698","0.698","0.476","0.476","0.476","0.509","0.509","0.509","0.462","0.462","0.462","0.314","0.314","0.314"
"81","0.297","0.297","0.297","0.315","0.315","0.315","0.341","0.341","0.341","0.702","0.702","0.702","0.603","0.603","0.603","0.505","0.505","0.505","0.775","0.775","0.775","0.744","0.744","0.744","0.69","0.69","0.69","0.498","0.498","0.498","0.444","0.444","0.444","0.398","0.398","0.398"
"82","0.238","0.238","0.238","0.302","0.302","0.302","0.51","0.51","0.51","0.696","0.696","0.696","0.587","0.587","0.587","0.628","0.628","0.628","0.75","0.75","0.75","0.715","0.715","0.715","0.576","0.576","0.576","0.535","0.535","0.535","0.479","0.479","0.479","0.539","0.539","0.539"
"83","0.279","0.279","0.279","0.265","0.265","0.265","0.352","0.352","0.352","0.651","0.651","0.651","0.618","0.618","0.618","0.515","0.515","0.515","0.749","0.749","0.749","0.731","0.731","0.731","0.544","0.544","0.544","0.495","0.495","0.495","0.426","0.426","0.426","0.391","0.391","0.391"
"84","0.33","0.33","0.33","0.269","0.269","0.269","0.306","0.306","0.306","0.673","0.673","0.673","0.579","0.579","0.579","0.314","0.314","0.314","0.759","0.759","0.759","0.723","0.723","0.723","0.505","0.505","0.505","0.485","0.485","0.485","0.466","0.466","0.466","0.243","0.243","0.243"
"85","0.305","0.305","0.305","0.219","0.219","0.219","0.159","0.159","0.159","0.721","0.721","0.721","0.636","0.636","0.636","0.279","0.279","0.279","0.786","0.786","0.786","0.686","0.686","0.686","0.698","0.698","0.698","0.486","0.486","0.486","0.505","0.505","0.505","0.191","0.191","0.191"
"86","0.336","0.336","0.336","0.333","0.333","0.333","0.301","0.301","0.301","0.713","0.713","0.713","0.598","0.598","0.598","0.373","0.373","0.373","0.776","0.776","0.776","0.739","0.739","0.739","0.501","0.501","0.501","0.471","0.471","0.471","0.467","0.467","0.467","0.292","0.292","0.292"
"87","0.332","0.332","0.332","0.329","0.329","0.329","0.223","0.223","0.223","0.672","0.672","0.672","0.603","0.603","0.603","0.376","0.376","0.376","0.767","0.767","0.767","0.703","0.703","0.703","0.515","0.515","0.515","0.554","0.554","0.554","0.487","0.487","0.487","0.28","0.28","0.28"
"88","0.339","0.339","0.339","0.325","0.325","0.325","0.238","0.238","0.238","0.676","0.676","0.676","0.643","0.643","0.643","0.379","0.379","0.379","0.765","0.765","0.765","0.728","0.728","0.728","0.467","0.467","0.467","0.502","0.502","0.502","0.49","0.49","0.49","0.255","0.255","0.255"
"89","0.356","0.356","0.356","0.321","0.321","0.321","0.135","0.135","0.135","0.671","0.671","0.671","0.663","0.663","0.663","0.268","0.268","0.268","0.769","0.769","0.769","0.694","0.694","0.694","0.518","0.518","0.518","0.526","0.526","0.526","0.549","0.549","0.549","0.157","0.157","0.157"
"90","0.29","0.29","0.29","0.277","0.277","0.277","0.327","0.327","0.327","0.724","0.724","0.724","0.601","0.601","0.601","0.475","0.475","0.475","0.756","0.756","0.756","0.717","0.717","0.717","0.666","0.666","0.666","0.488","0.488","0.488","0.478","0.478","0.478","0.389","0.389","0.389"
"91","0.333","0.333","0.333","0.318","0.318","0.318","0.186","0.186","0.186","0.704","0.704","0.704","0.606","0.606","0.606","0.305","0.305","0.305","0.776","0.776","0.776","0.723","0.723","0.723","0.625","0.625","0.625","0.475","0.475","0.475","0.44","0.44","0.44","0.215","0.215","0.215"
"92","0.321","0.321","0.321","0.372","0.372","0.372","0.199","0.199","0.199","0.714","0.714","0.714","0.631","0.631","0.631","0.324","0.324","0.324","0.786","0.786","0.786","0.717","0.717","0.717","0.563","0.563","0.563","0.523","0.523","0.523","0.54","0.54","0.54","0.196","0.196","0.196"
"93","0.351","0.351","0.351","0.292","0.292","0.292","0.22","0.22","0.22","0.704","0.704","0.704","0.669","0.669","0.669","0.318","0.318","0.318","0.788","0.788","0.788","0.738","0.738","0.738","0.434","0.434","0.434","0.529","0.529","0.529","0.536","0.536","0.536","0.234","0.234","0.234"
"94","0.351","0.351","0.351","0.349","0.349","0.349","0.16","0.16","0.16","0.72","0.72","0.72","0.666","0.666","0.666","0.303","0.303","0.303","0.781","0.781","0.781","0.735","0.735","0.735","0.687","0.687","0.687","0.525","0.525","0.525","0.518","0.518","0.518","0.155","0.155","0.155"
"95","0.354","0.354","0.354","0.324","0.324","0.324","0.4","0.4","0.4","0.721","0.721","0.721","0.582","0.582","0.582","0.58","0.58","0.58","0.748","0.748","0.748","0.723","0.723","0.723","0.709","0.709","0.709","0.547","0.547","0.547","0.427","0.427","0.427","0.416","0.416","0.416"
"96","0.378","0.378","0.378","0.357","0.357","0.357","0.429","0.429","0.429","0.714","0.714","0.714","0.628","0.628","0.628","0.493","0.493","0.493","0.765","0.765","0.765","0.724","0.724","0.724","0.487","0.487","0.487","0.553","0.553","0.553","0.512","0.512","0.512","0.433","0.433","0.433"
"97","0.361","0.361","0.361","0.362","0.362","0.362","0.317","0.317","0.317","0.713","0.713","0.713","0.653","0.653","0.653","0.443","0.443","0.443","0.81","0.81","0.81","0.691","0.691","0.691","0.508","0.508","0.508","0.552","0.552","0.552","0.535","0.535","0.535","0.333","0.333","0.333"
"98","0.378","0.378","0.378","0.384","0.384","0.384","0.312","0.312","0.312","0.719","0.719","0.719","0.684","0.684","0.684","0.429","0.429","0.429","0.822","0.822","0.822","0.765","0.765","0.765","0.596","0.596","0.596","0.517","0.517","0.517","0.523","0.523","0.523","0.245","0.245","0.245"
"99","0.345","0.345","0.345","0.375","0.375","0.375","0.213","0.213","0.213","0.726","0.726","0.726","0.605","0.605","0.605","0.418","0.418","0.418","0.796","0.796","0.796","0.755","0.755","0.755","0.64","0.64","0.64","0.51","0.51","0.51","0.485","0.485","0.485","0.282","0.282","0.282"
"100","0.383","0.383","0.383","0.35","0.35","0.35","0.31","0.31","0.31","0.718","0.718","0.718","0.672","0.672","0.672","0.422","0.422","0.422","0.786","0.786","0.786","0.731","0.731","0.731","0.568","0.568","0.568","0.592","0.592","0.592","0.534","0.534","0.534","0.279","0.279","0.279"
"101","0.361","0.361","0.361","0.345","0.345","0.345","0.333","0.333","0.333","0.73","0.73","0.73","0.655","0.655","0.655","0.515","0.515","0.515","0.777","0.777","0.777","0.784","0.784","0.784","0.642","0.642","0.642","0.541","0.541","0.541","0.533","0.533","0.533","0.373","0.373","0.373"
"102","0.371","0.371","0.371","0.359","0.359","0.359","0.257","0.257","0.257","0.723","0.723","0.723","0.706","0.706","0.706","0.331","0.331","0.331","0.776","0.776","0.776","0.75","0.75","0.75","0.629","0.629","0.629","0.519","0.519","0.519","0.57","0.57","0.57","0.172","0.172","0.172"
"103","0.368","0.368","0.368","0.398","0.398","0.398","0.16","0.16","0.16","0.741","0.741","0.741","0.694","0.694","0.694","0.492","0.492","0.492","0.78","0.78","0.78","0.754","0.754","0.754","0.489","0.489","0.489","0.564","0.564","0.564","0.606","0.606","0.606","0.28","0.28","0.28"
"104","0.361","0.361","0.361","0.379","0.379","0.379","0.298","0.298","0.298","0.738","0.738","0.738","0.689","0.689","0.689","0.398","0.398","0.398","0.807","0.807","0.807","0.784","0.784","0.784","0.675","0.675","0.675","0.542","0.542","0.542","0.598","0.598","0.598","0.316","0.316","0.316"
"105","0.349","0.349","0.349","0.402","0.402","0.402","0.244","0.244","0.244","0.724","0.724","0.724","0.69","0.69","0.69","0.405","0.405","0.405","0.799","0.799","0.799","0.741","0.741","0.741","0.674","0.674","0.674","0.565","0.565","0.565","0.554","0.554","0.554","0.29","0.29","0.29"
"106","0.394","0.394","0.394","0.357","0.357","0.357","0.319","0.319","0.319","0.774","0.774","0.774","0.714","0.714","0.714","0.47","0.47","0.47","0.813","0.813","0.813","0.755","0.755","0.755","0.568","0.568","0.568","0.559","0.559","0.559","0.543","0.543","0.543","0.335","0.335","0.335"
"107","0.4","0.4","0.4","0.342","0.342","0.342","0.281","0.281","0.281","0.757","0.757","0.757","0.687","0.687","0.687","0.459","0.459","0.459","0.769","0.769","0.769","0.749","0.749","0.749","0.668","0.668","0.668","0.576","0.576","0.576","0.59","0.59","0.59","0.322","0.322","0.322"
"108","0.39","0.39","0.39","0.391","0.391","0.391","0.262","0.262","0.262","0.753","0.753","0.753","0.7","0.7","0.7","0.516","0.516","0.516","0.782","0.782","0.782","0.777","0.777","0.777","0.582","0.582","0.582","0.555","0.555","0.555","0.57","0.57","0.57","0.353","0.353","0.353"
"109","0.36","0.36","0.36","0.434","0.434","0.434","0.485","0.485","0.485","0.751","0.751","0.751","0.675","0.675","0.675","0.569","0.569","0.569","0.801","0.801","0.801","0.814","0.814","0.814","0.627","0.627","0.627","0.56","0.56","0.56","0.54","0.54","0.54","0.455","0.455","0.455"
"110","0.388","0.388","0.388","0.28","0.28","0.28","0.357","0.357","0.357","0.76","0.76","0.76","0.669","0.669","0.669","0.564","0.564","0.564","0.815","0.815","0.815","0.731","0.731","0.731","0.675","0.675","0.675","0.599","0.599","0.599","0.599","0.599","0.599","0.409","0.409","0.409"
"111","0.428","0.428","0.428","0.348","0.348","0.348","0.201","0.201","0.201","0.739","0.739","0.739","0.701","0.701","0.701","0.338","0.338","0.338","0.772","0.772","0.772","0.756","0.756","0.756","0.495","0.495","0.495","0.595","0.595","0.595","0.568","0.568","0.568","0.171","0.171","0.171"
"112","0.406","0.406","0.406","0.454","0.454","0.454","0.221","0.221","0.221","0.733","0.733","0.733","0.696","0.696","0.696","0.358","0.358","0.358","0.762","0.762","0.762","0.745","0.745","0.745","0.567","0.567","0.567","0.569","0.569","0.569","0.6","0.6","0.6","0.293","0.293","0.293"
"113","0.362","0.362","0.362","0.361","0.361","0.361","0.368","0.368","0.368","0.728","0.728","0.728","0.693","0.693","0.693","0.478","0.478","0.478","0.784","0.784","0.784","0.754","0.754","0.754","0.626","0.626","0.626","0.599","0.599","0.599","0.581","0.581","0.581","0.372","0.372","0.372"
"114","0.406","0.406","0.406","0.36","0.36","0.36","0.234","0.234","0.234","0.766","0.766","0.766","0.69","0.69","0.69","0.44","0.44","0.44","0.812","0.812","0.812","0.784","0.784","0.784","0.552","0.552","0.552","0.583","0.583","0.583","0.6","0.6","0.6","0.224","0.224","0.224"
"115","0.393","0.393","0.393","0.371","0.371","0.371","0.258","0.258","0.258","0.747","0.747","0.747","0.698","0.698","0.698","0.413","0.413","0.413","0.781","0.781","0.781","0.748","0.748","0.748","0.677","0.677","0.677","0.579","0.579","0.579","0.566","0.566","0.566","0.301","0.301","0.301"
"116","0.42","0.42","0.42","0.411","0.411","0.411","0.382","0.382","0.382","0.78","0.78","0.78","0.736","0.736","0.736","0.536","0.536","0.536","0.801","0.801","0.801","0.79","0.79","0.79","0.494","0.494","0.494","0.604","0.604","0.604","0.498","0.498","0.498","0.348","0.348","0.348"
"117","0.408","0.408","0.408","0.432","0.432","0.432","0.231","0.231","0.231","0.796","0.796","0.796","0.682","0.682","0.682","0.373","0.373","0.373","0.794","0.794","0.794","0.794","0.794","0.794","0.546","0.546","0.546","0.595","0.595","0.595","0.578","0.578","0.578","0.214","0.214","0.214"
"118","0.416","0.416","0.416","0.443","0.443","0.443","0.33","0.33","0.33","0.784","0.784","0.784","0.75","0.75","0.75","0.472","0.472","0.472","0.827","0.827","0.827","0.789","0.789","0.789","0.604","0.604","0.604","0.625","0.625","0.625","0.64","0.64","0.64","0.311","0.311","0.311"
"119","0.389","0.389","0.389","0.411","0.411","0.411","0.316","0.316","0.316","0.752","0.752","0.752","0.662","0.662","0.662","0.399","0.399","0.399","0.78","0.78","0.78","0.772","0.772","0.772","0.715","0.715","0.715","0.591","0.591","0.591","0.563","0.563","0.563","0.278","0.278","0.278"
"120","0.407","0.407","0.407","0.331","0.331","0.331","0.418","0.418","0.418","0.751","0.751","0.751","0.692","0.692","0.692","0.548","0.548","0.548","0.75","0.75","0.75","0.693","0.693","0.693","0.702","0.702","0.702","0.629","0.629","0.629","0.538","0.538","0.538","0.395","0.395","0.395"
"121","0.423","0.423","0.423","0.388","0.388","0.388","0.442","0.442","0.442","0.717","0.717","0.717","0.739","0.739","0.739","0.548","0.548","0.548","0.779","0.779","0.779","0.773","0.773","0.773","0.673","0.673","0.673","0.595","0.595","0.595","0.616","0.616","0.616","0.397","0.397","0.397"
"122","0.431","0.431","0.431","0.389","0.389","0.389","0.337","0.337","0.337","0.745","0.745","0.745","0.716","0.716","0.716","0.49","0.49","0.49","0.79","0.79","0.79","0.751","0.751","0.751","0.668","0.668","0.668","0.609","0.609","0.609","0.61","0.61","0.61","0.344","0.344","0.344"
"123","0.404","0.404","0.404","0.384","0.384","0.384","0.274","0.274","0.274","0.781","0.781","0.781","0.749","0.749","0.749","0.465","0.465","0.465","0.811","0.811","0.811","0.778","0.778","0.778","0.54","0.54","0.54","0.594","0.594","0.594","0.63","0.63","0.63","0.266","0.266","0.266"
"124","0.433","0.433","0.433","0.41","0.41","0.41","0.354","0.354","0.354","0.739","0.739","0.739","0.707","0.707","0.707","0.499","0.499","0.499","0.806","0.806","0.806","0.744","0.744","0.744","0.685","0.685","0.685","0.631","0.631","0.631","0.597","0.597","0.597","0.401","0.401","0.401"
"125","0.429","0.429","0.429","0.41","0.41","0.41","0.334","0.334","0.334","0.798","0.798","0.798","0.664","0.664","0.664","0.479","0.479","0.479","0.783","0.783","0.783","0.762","0.762","0.762","0.524","0.524","0.524","0.62","0.62","0.62","0.551","0.551","0.551","0.332","0.332","0.332"
"126","0.418","0.418","0.418","0.453","0.453","0.453","0.297","0.297","0.297","0.792","0.792","0.792","0.737","0.737","0.737","0.449","0.449","0.449","0.812","0.812","0.812","0.799","0.799","0.799","0.554","0.554","0.554","0.623","0.623","0.623","0.586","0.586","0.586","0.241","0.241","0.241"
"127","0.439","0.439","0.439","0.38","0.38","0.38","0.345","0.345","0.345","0.751","0.751","0.751","0.7","0.7","0.7","0.545","0.545","0.545","0.783","0.783","0.783","0.755","0.755","0.755","0.632","0.632","0.632","0.586","0.586","0.586","0.592","0.592","0.592","0.42","0.42","0.42"
"128","0.426","0.426","0.426","0.432","0.432","0.432","0.249","0.249","0.249","0.769","0.769","0.769","0.692","0.692","0.692","0.455","0.455","0.455","0.808","0.808","0.808","0.773","0.773","0.773","0.699","0.699","0.699","0.604","0.604","0.604","0.561","0.561","0.561","0.251","0.251","0.251"
"129","0.447","0.447","0.447","0.424","0.424","0.424","0.345","0.345","0.345","0.764","0.764","0.764","0.669","0.669","0.669","0.563","0.563","0.563","0.776","0.776","0.776","0.759","0.759","0.759","0.756","0.756","0.756","0.606","0.606","0.606","0.554","0.554","0.554","0.403","0.403","0.403"
"130","0.431","0.431","0.431","0.429","0.429","0.429","0.372","0.372","0.372","0.785","0.785","0.785","0.732","0.732","0.732","0.603","0.603","0.603","0.788","0.788","0.788","0.696","0.696","0.696","0.636","0.636","0.636","0.636","0.636","0.636","0.624","0.624","0.624","0.391","0.391","0.391"
"131","0.465","0.465","0.465","0.371","0.371","0.371","0.501","0.501","0.501","0.762","0.762","0.762","0.736","0.736","0.736","0.619","0.619","0.619","0.791","0.791","0.791","0.788","0.788","0.788","0.684","0.684","0.684","0.614","0.614","0.614","0.61","0.61","0.61","0.51","0.51","0.51"
"132","0.441","0.441","0.441","0.48","0.48","0.48","0.265","0.265","0.265","0.801","0.801","0.801","0.735","0.735","0.735","0.525","0.525","0.525","0.822","0.822","0.822","0.806","0.806","0.806","0.618","0.618","0.618","0.596","0.596","0.596","0.596","0.596","0.596","0.241","0.241","0.241"
"133","0.44","0.44","0.44","0.38","0.38","0.38","0.467","0.467","0.467","0.79","0.79","0.79","0.76","0.76","0.76","0.573","0.573","0.573","0.769","0.769","0.769","0.781","0.781","0.781","0.612","0.612","0.612","0.636","0.636","0.636","0.658","0.658","0.658","0.455","0.455","0.455"
"134","0.445","0.445","0.445","0.412","0.412","0.412","0.469","0.469","0.469","0.792","0.792","0.792","0.707","0.707","0.707","0.547","0.547","0.547","0.821","0.821","0.821","0.804","0.804","0.804","0.654","0.654","0.654","0.616","0.616","0.616","0.642","0.642","0.642","0.427","0.427","0.427"
"135","0.452","0.452","0.452","0.406","0.406","0.406","0.34","0.34","0.34","0.775","0.775","0.775","0.756","0.756","0.756","0.535","0.535","0.535","0.819","0.819","0.819","0.741","0.741","0.741","0.62","0.62","0.62","0.637","0.637","0.637","0.64","0.64","0.64","0.392","0.392","0.392"
"136","0.485","0.485","0.485","0.406","0.406","0.406","0.213","0.213","0.213","0.801","0.801","0.801","0.71","0.71","0.71","0.395","0.395","0.395","0.8","0.8","0.8","0.803","0.803","0.803","0.56","0.56","0.56","0.66","0.66","0.66","0.577","0.577","0.577","0.203","0.203","0.203"
"137","0.473","0.473","0.473","0.409","0.409","0.409","0.39","0.39","0.39","0.759","0.759","0.759","0.717","0.717","0.717","0.463","0.463","0.463","0.815","0.815","0.815","0.755","0.755","0.755","0.507","0.507","0.507","0.655","0.655","0.655","0.602","0.602","0.602","0.37","0.37","0.37"
"138","0.458","0.458","0.458","0.362","0.362","0.362","0.323","0.323","0.323","0.797","0.797","0.797","0.695","0.695","0.695","0.501","0.501","0.501","0.815","0.815","0.815","0.756","0.756","0.756","0.692","0.692","0.692","0.62","0.62","0.62","0.562","0.562","0.562","0.304","0.304","0.304"
"139","0.446","0.446","0.446","0.474","0.474","0.474","0.272","0.272","0.272","0.778","0.778","0.778","0.748","0.748","0.748","0.444","0.444","0.444","0.822","0.822","0.822","0.815","0.815","0.815","0.789","0.789","0.789","0.624","0.624","0.624","0.676","0.676","0.676","0.245","0.245","0.245"
"140","0.471","0.471","0.471","0.441","0.441","0.441","0.421","0.421","0.421","0.803","0.803","0.803","0.767","0.767","0.767","0.585","0.585","0.585","0.837","0.837","0.837","0.795","0.795","0.795","0.637","0.637","0.637","0.558","0.558","0.558","0.648","0.648","0.648","0.439","0.439","0.439"
"141","0.455","0.455","0.455","0.48","0.48","0.48","0.446","0.446","0.446","0.798","0.798","0.798","0.73","0.73","0.73","0.605","0.605","0.605","0.824","0.824","0.824","0.824","0.824","0.824","0.451","0.451","0.451","0.664","0.664","0.664","0.661","0.661","0.661","0.426","0.426","0.426"
"142","0.459","0.459","0.459","0.413","0.413","0.413","0.382","0.382","0.382","0.789","0.789","0.789","0.773","0.773","0.773","0.5","0.5","0.5","0.822","0.822","0.822","0.725","0.725","0.725","0.602","0.602","0.602","0.684","0.684","0.684","0.686","0.686","0.686","0.383","0.383","0.383"
"143","0.473","0.473","0.473","0.409","0.409","0.409","0.421","0.421","0.421","0.759","0.759","0.759","0.747","0.747","0.747","0.589","0.589","0.589","0.783","0.783","0.783","0.804","0.804","0.804","0.64","0.64","0.64","0.663","0.663","0.663","0.679","0.679","0.679","0.413","0.413","0.413"
"144","0.458","0.458","0.458","0.461","0.461","0.461","0.33","0.33","0.33","0.8","0.8","0.8","0.763","0.763","0.763","0.551","0.551","0.551","0.756","0.756","0.756","0.792","0.792","0.792","0.612","0.612","0.612","0.657","0.657","0.657","0.652","0.652","0.652","0.38","0.38","0.38"
"145","0.484","0.484","0.484","0.455","0.455","0.455","0.258","0.258","0.258","0.815","0.815","0.815","0.668","0.668","0.668","0.5","0.5","0.5","0.812","0.812","0.812","0.818","0.818","0.818","0.699","0.699","0.699","0.655","0.655","0.655","0.584","0.584","0.584","0.246","0.246","0.246"
"146","0.414","0.414","0.414","0.464","0.464","0.464","0.497","0.497","0.497","0.816","0.816","0.816","0.739","0.739","0.739","0.628","0.628","0.628","0.827","0.827","0.827","0.799","0.799","0.799","0.661","0.661","0.661","0.659","0.659","0.659","0.622","0.622","0.622","0.463","0.463","0.463"
